nummer,namn,naringsnamn,gruppering,mangd,enhet
5,Matfettsblandning havssaltat fett 80% berikad typ Bregott,EPA (C20:5),Hård matfettsblandning,0.0,g
5,Matfettsblandning havssaltat fett 80% berikad typ Bregott,Arakidonsyra C20:4,Hård matfettsblandning,0.0,g
5,Matfettsblandning havssaltat fett 80% berikad typ Bregott,Arakidinsyra C20:0,Hård matfettsblandning,0.3,g
5,Matfettsblandning havssaltat fett 80% berikad typ Bregott,Linolensyra C18:3,Hård matfettsblandning,2.4,g
5,Matfettsblandning havssaltat fett 80% berikad typ Bregott,Linolsyra C18:2,Hård matfettsblandning,6.1,g
5,Matfettsblandning havssaltat fett 80% berikad typ Bregott,Oljesyra C18:1,Hård matfettsblandning,24.5,g
5,Matfettsblandning havssaltat fett 80% berikad typ Bregott,Stearinsyra C18:0,Hård matfettsblandning,6.5,g
5,Matfettsblandning havssaltat fett 80% berikad typ Bregott,Palmitoljesyra C16:1,Hård matfettsblandning,0.9,g
5,Matfettsblandning havssaltat fett 80% berikad typ Bregott,Palmitinsyra C16:0,Hård matfettsblandning,17.3,g
5,Matfettsblandning havssaltat fett 80% berikad typ Bregott,Myristinsyra C14:0,Hård matfettsblandning,6.0,g
5,Matfettsblandning havssaltat fett 80% berikad typ Bregott,Laurinsyra C12:0,Hård matfettsblandning,2.0,g
5,Matfettsblandning havssaltat fett 80% berikad typ Bregott,Betakaroten/β-Karoten,Hård matfettsblandning,230.0,µg
5,Matfettsblandning havssaltat fett 80% berikad typ Bregott,Avfall (skal etc.),Hård matfettsblandning,0.0,%
5,Matfettsblandning havssaltat fett 80% berikad typ Bregott,Aska,Hård matfettsblandning,1.5,g
5,Matfettsblandning havssaltat fett 80% berikad typ Bregott,Alkohol,Hård matfettsblandning,0.0,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,"Zink, Zn",Hård matfettsblandning,0.0,mg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Vitamin E,Hård matfettsblandning,6.5,mg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Vitamin D,Hård matfettsblandning,20.0,µg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Vitamin C,Hård matfettsblandning,0.0,mg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Vitamin B6,Hård matfettsblandning,0.0,mg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Vitamin B12,Hård matfettsblandning,0.0,µg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Vitamin A,Hård matfettsblandning,761.6,RE/µg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Vatten,Hård matfettsblandning,38.1,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Tiamin,Hård matfettsblandning,0.0,mg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Tillsatt socker,Hård matfettsblandning,0.0,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Fritt socker,Hård matfettsblandning,0.0,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,"Selen, Se",Hård matfettsblandning,0.0,µg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Sackaros,Hård matfettsblandning,0.0,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Riboflavin,Hård matfettsblandning,0.0,mg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Retinol,Hård matfettsblandning,745.0,µg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Protein,Hård matfettsblandning,0.4,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Summa fleromättade fettsyror,Hård matfettsblandning,7.9,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,"Fosfor, P",Hård matfettsblandning,11.0,mg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Niacinekvivalenter,Hård matfettsblandning,0.1,NE/mg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Niacin,Hård matfettsblandning,0.0,mg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,"Salt, NaCl",Hård matfettsblandning,1.0,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,"Natrium, Na",Hård matfettsblandning,400.0,mg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Monosackarider,Hård matfettsblandning,0.0,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,"Sockerarter, totalt",Hård matfettsblandning,0.5,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Summa enkelomättade fettsyror,Hård matfettsblandning,22.4,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,"Magnesium, Mg",Hård matfettsblandning,0.0,mg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Summa mättade fettsyror,Hård matfettsblandning,26.6,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,"Kolhydrater, tillgängliga",Hård matfettsblandning,0.5,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Kolesterol,Hård matfettsblandning,124.8,mg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,"Kalium, K",Hård matfettsblandning,0.0,mg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,"Jod, I",Hård matfettsblandning,2.7,µg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Fullkorn totalt,Hård matfettsblandning,0.0,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,"Folat, totalt",Hård matfettsblandning,0.0,µg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Fibrer,Hård matfettsblandning,0.0,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,"Fett, totalt",Hård matfettsblandning,60.0,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,"Järn, Fe",Hård matfettsblandning,0.0,mg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Energi (kJ),Hård matfettsblandning,2235.0,kJ
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Energi (kcal),Hård matfettsblandning,534.0,kcal
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Disackarider,Hård matfettsblandning,0.5,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,"Kalcium, Ca",Hård matfettsblandning,0.0,mg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Fettsyra 4:0-10:0,Hård matfettsblandning,3.8,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,DHA (C22:6),Hård matfettsblandning,0.0,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,DPA (C22:5),Hård matfettsblandning,0.0,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,EPA (C20:5),Hård matfettsblandning,0.0,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Arakidonsyra C20:4,Hård matfettsblandning,0.0,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Arakidinsyra C20:0,Hård matfettsblandning,0.2,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Linolensyra C18:3,Hård matfettsblandning,2.4,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Linolsyra C18:2,Hård matfettsblandning,5.4,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Oljesyra C18:1,Hård matfettsblandning,20.9,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Stearinsyra C18:0,Hård matfettsblandning,3.9,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Palmitoljesyra C16:1,Hård matfettsblandning,0.6,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Palmitinsyra C16:0,Hård matfettsblandning,12.1,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Myristinsyra C14:0,Hård matfettsblandning,4.0,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Laurinsyra C12:0,Hård matfettsblandning,1.2,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Betakaroten/β-Karoten,Hård matfettsblandning,199.0,µg
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Avfall (skal etc.),Hård matfettsblandning,0.0,%
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Aska,Hård matfettsblandning,1.0,g
6,Matfettsblandning fett 60% berikad typ Bregott mellan,Alkohol,Hård matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,"Zink, Zn",Flytande matfettsblandning,0.0,mg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Vitamin E,Flytande matfettsblandning,23.7,mg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Vitamin D,Flytande matfettsblandning,7.5,µg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Vitamin C,Flytande matfettsblandning,0.0,mg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Vitamin B6,Flytande matfettsblandning,0.0,mg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Vitamin B12,Flytande matfettsblandning,0.0,µg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Vitamin A,Flytande matfettsblandning,693.1,RE/µg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Vatten,Flytande matfettsblandning,16.7,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Tiamin,Flytande matfettsblandning,0.0,mg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Tillsatt socker,Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Fritt socker,Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,"Selen, Se",Flytande matfettsblandning,0.0,µg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Sackaros,Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Riboflavin,Flytande matfettsblandning,0.0,mg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Retinol,Flytande matfettsblandning,645.0,µg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Protein,Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Summa fleromättade fettsyror,Flytande matfettsblandning,28.7,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,"Fosfor, P",Flytande matfettsblandning,0.0,mg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Niacinekvivalenter,Flytande matfettsblandning,0.0,NE/mg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Niacin,Flytande matfettsblandning,0.0,mg
10,Flytande margarin fett 82% berikad typ Milda culinesse,"Salt, NaCl",Flytande matfettsblandning,1.5,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,"Natrium, Na",Flytande matfettsblandning,600.0,mg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Monosackarider,Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,"Sockerarter, totalt",Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Summa enkelomättade fettsyror,Flytande matfettsblandning,42.5,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,"Magnesium, Mg",Flytande matfettsblandning,0.0,mg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Summa mättade fettsyror,Flytande matfettsblandning,7.3,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,"Kolhydrater, tillgängliga",Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Kolesterol,Flytande matfettsblandning,0.0,mg
10,Flytande margarin fett 82% berikad typ Milda culinesse,"Kalium, K",Flytande matfettsblandning,0.0,mg
10,Flytande margarin fett 82% berikad typ Milda culinesse,"Jod, I",Flytande matfettsblandning,0.0,µg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Fullkorn totalt,Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,"Folat, totalt",Flytande matfettsblandning,0.0,µg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Fibrer,Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,"Fett, totalt",Flytande matfettsblandning,82.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,"Järn, Fe",Flytande matfettsblandning,0.0,mg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Energi (kJ),Flytande matfettsblandning,3034.0,kJ
10,Flytande margarin fett 82% berikad typ Milda culinesse,Energi (kcal),Flytande matfettsblandning,725.0,kcal
10,Flytande margarin fett 82% berikad typ Milda culinesse,Disackarider,Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,"Kalcium, Ca",Flytande matfettsblandning,0.0,mg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Fettsyra 4:0-10:0,Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,DHA (C22:6),Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,DPA (C22:5),Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,EPA (C20:5),Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Arakidonsyra C20:4,Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Arakidinsyra C20:0,Flytande matfettsblandning,0.6,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Linolensyra C18:3,Flytande matfettsblandning,8.8,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Linolsyra C18:2,Flytande matfettsblandning,19.8,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Oljesyra C18:1,Flytande matfettsblandning,41.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Stearinsyra C18:0,Flytande matfettsblandning,2.1,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Palmitoljesyra C16:1,Flytande matfettsblandning,0.2,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Palmitinsyra C16:0,Flytande matfettsblandning,3.6,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Myristinsyra C14:0,Flytande matfettsblandning,0.1,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Laurinsyra C12:0,Flytande matfettsblandning,0.0,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Betakaroten/β-Karoten,Flytande matfettsblandning,577.0,µg
10,Flytande margarin fett 82% berikad typ Milda culinesse,Avfall (skal etc.),Flytande matfettsblandning,0.0,%
10,Flytande margarin fett 82% berikad typ Milda culinesse,Aska,Flytande matfettsblandning,1.3,g
10,Flytande margarin fett 82% berikad typ Milda culinesse,Alkohol,Flytande matfettsblandning,0.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,"Zink, Zn",Hård matfettsblandning,0.0,mg
12,Hushållsmargarin fett 80% berikad typ Melba,Vitamin E,Hård matfettsblandning,5.0,mg
12,Hushållsmargarin fett 80% berikad typ Melba,Vitamin D,Hård matfettsblandning,20.0,µg
12,Hushållsmargarin fett 80% berikad typ Melba,Vitamin C,Hård matfettsblandning,0.0,mg
12,Hushållsmargarin fett 80% berikad typ Melba,Vitamin B6,Hård matfettsblandning,0.0,mg
12,Hushållsmargarin fett 80% berikad typ Melba,Vitamin B12,Hård matfettsblandning,0.0,µg
12,Hushållsmargarin fett 80% berikad typ Melba,Vitamin A,Hård matfettsblandning,900.0,RE/µg
12,Hushållsmargarin fett 80% berikad typ Melba,Vatten,Hård matfettsblandning,18.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,Tiamin,Hård matfettsblandning,0.0,mg
12,Hushållsmargarin fett 80% berikad typ Melba,Tillsatt socker,Hård matfettsblandning,0.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,Fritt socker,Hård matfettsblandning,0.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,"Selen, Se",Hård matfettsblandning,0.0,µg
12,Hushållsmargarin fett 80% berikad typ Melba,Sackaros,Hård matfettsblandning,0.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,Riboflavin,Hård matfettsblandning,0.0,mg
12,Hushållsmargarin fett 80% berikad typ Melba,Retinol,Hård matfettsblandning,855.0,µg
12,Hushållsmargarin fett 80% berikad typ Melba,Protein,Hård matfettsblandning,0.1,g
12,Hushållsmargarin fett 80% berikad typ Melba,Summa fleromättade fettsyror,Hård matfettsblandning,10.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,"Fosfor, P",Hård matfettsblandning,0.0,mg
12,Hushållsmargarin fett 80% berikad typ Melba,Niacinekvivalenter,Hård matfettsblandning,0.02,NE/mg
12,Hushållsmargarin fett 80% berikad typ Melba,Niacin,Hård matfettsblandning,0.0,mg
12,Hushållsmargarin fett 80% berikad typ Melba,"Salt, NaCl",Hård matfettsblandning,1.5,g
12,Hushållsmargarin fett 80% berikad typ Melba,"Natrium, Na",Hård matfettsblandning,600.0,mg
12,Hushållsmargarin fett 80% berikad typ Melba,Monosackarider,Hård matfettsblandning,0.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,"Sockerarter, totalt",Hård matfettsblandning,0.4,g
12,Hushållsmargarin fett 80% berikad typ Melba,Summa enkelomättade fettsyror,Hård matfettsblandning,34.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,"Magnesium, Mg",Hård matfettsblandning,0.0,mg
12,Hushållsmargarin fett 80% berikad typ Melba,Summa mättade fettsyror,Hård matfettsblandning,36.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,"Kolhydrater, tillgängliga",Hård matfettsblandning,0.4,g
12,Hushållsmargarin fett 80% berikad typ Melba,Kolesterol,Hård matfettsblandning,0.0,mg
12,Hushållsmargarin fett 80% berikad typ Melba,"Kalium, K",Hård matfettsblandning,0.0,mg
12,Hushållsmargarin fett 80% berikad typ Melba,"Jod, I",Hård matfettsblandning,0.5,µg
12,Hushållsmargarin fett 80% berikad typ Melba,Fullkorn totalt,Hård matfettsblandning,0.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,"Folat, totalt",Hård matfettsblandning,0.0,µg
12,Hushållsmargarin fett 80% berikad typ Melba,Fibrer,Hård matfettsblandning,0.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,"Fett, totalt",Hård matfettsblandning,80.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,"Järn, Fe",Hård matfettsblandning,0.0,mg
12,Hushållsmargarin fett 80% berikad typ Melba,Energi (kJ),Hård matfettsblandning,2968.0,kJ
12,Hushållsmargarin fett 80% berikad typ Melba,Energi (kcal),Hård matfettsblandning,710.0,kcal
12,Hushållsmargarin fett 80% berikad typ Melba,Disackarider,Hård matfettsblandning,0.4,g
12,Hushållsmargarin fett 80% berikad typ Melba,"Kalcium, Ca",Hård matfettsblandning,0.0,mg
12,Hushållsmargarin fett 80% berikad typ Melba,Fettsyra 4:0-10:0,Hård matfettsblandning,0.3,g
12,Hushållsmargarin fett 80% berikad typ Melba,DHA (C22:6),Hård matfettsblandning,0.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,DPA (C22:5),Hård matfettsblandning,0.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,EPA (C20:5),Hård matfettsblandning,0.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,Arakidonsyra C20:4,Hård matfettsblandning,0.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,Arakidinsyra C20:0,Hård matfettsblandning,0.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,Linolensyra C18:3,Hård matfettsblandning,4.3,g
12,Hushållsmargarin fett 80% berikad typ Melba,Linolsyra C18:2,Hård matfettsblandning,10.3,g
12,Hushållsmargarin fett 80% berikad typ Melba,Oljesyra C18:1,Hård matfettsblandning,33.8,g
12,Hushållsmargarin fett 80% berikad typ Melba,Stearinsyra C18:0,Hård matfettsblandning,2.6,g
12,Hushållsmargarin fett 80% berikad typ Melba,Palmitoljesyra C16:1,Hård matfettsblandning,0.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,Palmitinsyra C16:0,Hård matfettsblandning,23.4,g
12,Hushållsmargarin fett 80% berikad typ Melba,Myristinsyra C14:0,Hård matfettsblandning,1.1,g
12,Hushållsmargarin fett 80% berikad typ Melba,Laurinsyra C12:0,Hård matfettsblandning,2.0,g
12,Hushållsmargarin fett 80% berikad typ Melba,Betakaroten/β-Karoten,Hård matfettsblandning,540.0,µg
12,Hushållsmargarin fett 80% berikad typ Melba,Avfall (skal etc.),Hård matfettsblandning,0.0,%
12,Hushållsmargarin fett 80% berikad typ Melba,Aska,Hård matfettsblandning,1.5,g
12,Hushållsmargarin fett 80% berikad typ Melba,Alkohol,Hård matfettsblandning,0.0,g
13,Hushållsmargarin fett 80% berikad typ Milda,"Zink, Zn",Hård matfettsblandning,0.0,mg
13,Hushållsmargarin fett 80% berikad typ Milda,Vitamin E,Hård matfettsblandning,12.0,mg
13,Hushållsmargarin fett 80% berikad typ Milda,Vitamin D,Hård matfettsblandning,20.0,µg
13,Hushållsmargarin fett 80% berikad typ Milda,Vitamin C,Hård matfettsblandning,0.0,mg
13,Hushållsmargarin fett 80% berikad typ Milda,Vitamin B6,Hård matfettsblandning,0.0,mg
13,Hushållsmargarin fett 80% berikad typ Milda,Vitamin B12,Hård matfettsblandning,0.0,µg
13,Hushållsmargarin fett 80% berikad typ Milda,Vitamin A,Hård matfettsblandning,800.0,RE/µg
13,Hushållsmargarin fett 80% berikad typ Milda,Vatten,Hård matfettsblandning,17.5,g
13,Hushållsmargarin fett 80% berikad typ Milda,Tiamin,Hård matfettsblandning,0.0,mg
13,Hushållsmargarin fett 80% berikad typ Milda,Tillsatt socker,Hård matfettsblandning,0.0,g
13,Hushållsmargarin fett 80% berikad typ Milda,Fritt socker,Hård matfettsblandning,0.0,g
13,Hushållsmargarin fett 80% berikad typ Milda,"Selen, Se",Hård matfettsblandning,0.0,µg
13,Hushållsmargarin fett 80% berikad typ Milda,Sackaros,Hård matfettsblandning,0.0,g
13,Hushållsmargarin fett 80% berikad typ Milda,Riboflavin,Hård matfettsblandning,0.0,mg
13,Hushållsmargarin fett 80% berikad typ Milda,Retinol,Hård matfettsblandning,760.0,µg
13,Hushållsmargarin fett 80% berikad typ Milda,Protein,Hård matfettsblandning,0.5,g
13,Hushållsmargarin fett 80% berikad typ Milda,Summa fleromättade fettsyror,Hård matfettsblandning,18.0,g
13,Hushållsmargarin fett 80% berikad typ Milda,"Fosfor, P",Hård matfettsblandning,0.0,mg
13,Hushållsmargarin fett 80% berikad typ Milda,Niacinekvivalenter,Hård matfettsblandning,0.08,NE/mg
13,Hushållsmargarin fett 80% berikad typ Milda,Niacin,Hård matfettsblandning,0.0,mg
13,Hushållsmargarin fett 80% berikad typ Milda,"Salt, NaCl",Hård matfettsblandning,1.5,g
13,Hushållsmargarin fett 80% berikad typ Milda,"Natrium, Na",Hård matfettsblandning,600.0,mg
13,Hushållsmargarin fett 80% berikad typ Milda,Monosackarider,Hård matfettsblandning,0.0,g
13,Hushållsmargarin fett 80% berikad typ Milda,"Sockerarter, totalt",Hård matfettsblandning,0.3,g
13,Hushållsmargarin fett 80% berikad typ Milda,Summa enkelomättade fettsyror,Hård matfettsblandning,30.0,g
13,Hushållsmargarin fett 80% berikad typ Milda,"Magnesium, Mg",Hård matfettsblandning,0.0,mg
13,Hushållsmargarin fett 80% berikad typ Milda,Summa mättade fettsyror,Hård matfettsblandning,32.0,g
13,Hushållsmargarin fett 80% berikad typ Milda,"Kolhydrater, tillgängliga",Hård matfettsblandning,0.5,g
